book_id,books_count,authors,original_publication_year,title,average_rating,ratings_count
1629,118,Ursula K. Le Guin,1970.0,"The Tombs of Atuan (Earthsea Cycle, #2)",4.07,61457
1634,69,Michael Scott,2008.0,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",4.09,67539
1637,50,Kendare Blake,2011.0,"Anna Dressed in Blood (Anna, #1)",3.96,72732
1639,51,Avi,1990.0,The True Confessions of Charlotte Doyle,3.81,67608
1652,55,Ally Carter,2007.0,"Cross My Heart and Hope to Spy (Gallagher Girls, #2)",4.13,69733
1667,31,Sarah Dessen,2011.0,What Happened to Goodbye,3.97,69636
1669,35,Maureen Johnson,2005.0,"13 Little Blue Envelopes (Little Blue Envelope, #1)",3.65,66950
1671,51,Rainbow Rowell,2015.0,Carry On,4.19,46197
1678,53,Nancy Farmer,2002.0,"The House of the Scorpion (Matteo Alacran, #1)",4.1,61613
1696,55,Rachel Caine,2006.0,"Glass Houses (The Morganville Vampires, #1)",3.92,77454
1716,59,Pittacus Lore,2012.0,"The Rise of Nine (Lorien Legacies, #3)",4.2,70196
1718,77,Ann Brashares,2003.0,"The Second Summer of the Sisterhood (Sisterhood, #2)",3.78,67357
1720,35,Morgan Matson,2010.0,Amy & Roger's Epic Detour,4.05,65273
1722,100,Terry Pratchett,2003.0,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",4.25,63635
1724,53,Andrea Cremer,2010.0,Nightshade (Nightshade #1; Nightshade World #4),4.03,69534
1726,71,Cornelia Funke,1997.0,"Dragon Rider (Dragon Rider, #1)",3.94,61387
1737,65,Victoria Aveyard,2016.0,"Glass Sword (Red Queen, #2)",3.95,78405
1738,51,Rebecca Stead,2009.0,When You Reach Me,4.08,64430
1743,44,Leigh Bardugo,2013.0,"Siege and Storm (Shadow and Bone, #2)",4.08,78658
1745,54,Scott Westerfeld,2009.0,"Leviathan (Leviathan, #1)",3.91,69065
1760,12,Brandon Mull,2010.0,"Keys to the Demon Prison (Fablehaven, #5)",4.42,58481
1764,74,Eoin Colfer,2008.0,"The Time Paradox (Artemis Fowl, #6)",4.07,61987
1766,51,Kristin Cashore,2012.0,"Bitterblue (Graceling Realm, #3)",4.01,74479
1767,68,Jandy Nelson,2010.0,The Sky Is Everywhere,4.04,61937
1772,59,"Walter Farley, Keith Ward",1941.0,"The Black Stallion (The Black Stallion, #1)",4.18,60720
1782,48,Maggie Stiefvater,2013.0,"The Dream Thieves (The Raven Cycle, #2)",4.27,75637
1789,35,Sarah Dessen,2000.0,Dreamland,3.91,64082
1799,46,Rachel Hawkins,2011.0,"Demonglass (Hex Hall, #2)",4.13,74589
1803,33,L.J. Smith,2007.0,"The Awakening / The Struggle (The Vampire Diaries, #1-2)",3.67,68651
1805,12,L.J. Smith,2009.0,"Night World, No. 3 (Night World, #7-9)",4.2,58232
1807,47,Maggie Stiefvater,2011.0,The Scorpio Races,4.08,70335
1809,41,Brian Jacques,1988.0,"Mossflower (Redwall, #2)",4.09,56860
1820,47,Michael  Grant,2009.0,"Hunger (Gone, #2)",4.02,60519
1824,62,Sara Shepard,2007.0,"Flawless (Pretty Little Liars, #2)",3.96,59403
1827,62,"Lemony Snicket, Brett Helquist",2001.0,"The Hostile Hospital (A Series of Unfortunate Events, #8)",3.95,66327
1830,69,Alyson Noel,2009.0,"Blue Moon (The Immortals, #2)",3.61,74367
1849,50,Gayle Forman,2013.0,"Just One Day (Just One Day, #1)",4.02,47674
1850,50,Lisa McMann,2008.0,"Wake (Wake, #1)",3.75,69046
1852,16,Ellen Hopkins,2007.0,"Glass (Crank, #2)",4.28,51726
1857,52,Tamora Pierce,1984.0,"In the Hand of the Goddess (Song of the Lioness, #2)",4.25,66382
1860,80,"Kerstin Gier, Anthea Bell",2009.0,"Ruby Red (Precious Stone Trilogy, #1)",4.12,62978
1861,64,Alyson Noel,2009.0,"Shadowland (The Immortals, #3)",3.66,68104
1863,51,Tamora Pierce,1988.0,"Lioness Rampant (Song of the Lioness, #4)",4.28,65027
1869,33,"Patricia C. Wrede, Peter de Sève",1990.0,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",4.14,67663
1890,26,Richelle Mead,2013.0,"The Indigo Spell (Bloodlines, #3)",4.41,73056
1903,35,Lois Lowry,2012.0,"Son (The Giver, #4)",3.98,54620
1906,37,Simone Elkeles,2010.0,"Rules of Attraction (Perfect Chemistry, #2)",4.22,68270
1917,56,Carrie Ryan,2009.0,"The Forest of Hands and Teeth (The Forest of Hands and Teeth, #1)",3.59,64093
1944,45,Libba Bray,2005.0,"Rebel Angels (Gemma Doyle, #2)",3.98,81420
1948,71,Ransom Riggs,2015.0,"Library of Souls (Miss Peregrine's Peculiar Children, #3)",4.15,58435
1957,103,Dodie Smith,1948.0,I Capture the Castle,4.0,56444
1958,61,"P.C. Cast, Kristin Cast",2011.0,"Destined (House of Night, #9)",4.04,56737
1965,39,Marie Lu,2014.0,"The Young Elites (The Young Elites, #1)",3.93,60930
1968,47,"Dave Barry, Ridley Pearson, Greg Call",2004.0,"Peter and the Starcatchers (Peter and the Starcatchers, #1)",4.01,57575
1971,31,Melissa de la Cruz,2008.0,"Revelations (Blue Bloods, #3)",3.89,66170
1997,33,Robin LaFevers,2012.0,"Grave Mercy (His Fair Assassin, #1)",3.92,70476
2007,92,Cornelia Funke,2000.0,The Thief Lord,3.95,60780
2017,60,Michael Scott,2009.0,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",4.11,58278
2019,33,Rick Riordan,2008.0,"The Maze of Bones  (The 39 Clues, #1)",3.83,59536
2021,5,Stephenie Meyer,2007.0,"The Twilight Collection (Twilight, #1-3)",3.78,42361
2038,33,Melissa de la Cruz,2009.0,"The Van Alen Legacy (Blue Bloods, #4)",3.95,58724
2050,12,L.J. Smith,2008.0,"Night World, No. 2 (Night World, #4-6)",4.2,53023
2054,70,Ann Brashares,2005.0,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",3.82,56485
2068,33,Karen Hesse,1997.0,Out of the Dust,3.73,53706
2071,57,Elizabeth Wein,2012.0,"Code Name Verity (Code Name Verity, #1)",4.08,55139
2072,12,Ellen Hopkins,2006.0,"Burned (Burned, #1)",4.24,48333
2077,46,Anna Godbersen,2007.0,"The Luxe (Luxe, #1)",3.63,58717
2092,13,Ellen Hopkins,2008.0,Identical,4.34,47804
2104,34,Stephanie Perkins,2014.0,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",4.1,70995
2112,44,Jenny Han,2015.0,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",4.17,62907
2118,51,Brandon Sanderson,2015.0,"Firefight (The Reckoners, #2)",4.29,41924
2120,61,Michael Scott,2010.0,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",4.12,46878
2122,22,Patricia McCormick,2000.0,Cut,3.76,48239
2125,83,Lloyd Alexander,1964.0,"The Book of Three (The Chronicles of Prydain, #1)",4.0,56593
2130,59,Amanda Hocking,2010.0,"Torn (Trylle, #2)",4.04,29554
2134,52,Claudia Gray,2008.0,"Evernight (Evernight, #1)",3.64,63486
2148,39,Walter Dean Myers,1999.0,Monster,3.7,47533
2152,53,Sara Shepard,2007.0,"Perfect (Pretty Little Liars, #3)",4.02,50922
2161,23,Morgan Matson,2014.0,Since You've Been Gone,4.19,59705
2164,69,John Flanagan,2005.0,"The Icebound Land (Ranger's Apprentice, #3)",4.22,48446
2179,20,Kiera Cass,2016.0,"The Crown (The Selection, #5)",3.8,64158
2182,18,L.J. Smith,2008.0,"Night World, No. 1 (Night World, #1-3)",4.04,54940
2195,81,Cornelia Funke,2007.0,"Inkdeath (Inkworld, #3)",3.93,53591
2201,58,Aprilynne Pike,2009.0,"Wings (Wings, #1)",3.75,62566
2202,86,Cecily von Ziegesar,2002.0,"Gossip Girl (Gossip Girl, #1)",3.51,49670
2215,71,Judy Blume,1980.0,"Superfudge (Fudge, #3)",3.98,50917
2217,33,Cynthia Hand,2012.0,"Hallowed (Unearthly, #2)",4.15,58860
2222,13,Eric Wilson,2008.0,Fireproof,4.47,37258
2227,37,Lucy Christopher,2009.0,Stolen: A Letter to My Captor,3.93,52435
2230,74,Lloyd Alexander,1965.0,The Black Cauldron (The Chronicles of Prydain #2),4.13,49138
2254,27,Marissa Meyer,2015.0,"Fairest (The Lunar Chronicles, #3.5)",4.02,59545
2265,38,Michael  Grant,2010.0,"Lies (Gone, #3)",4.09,48506
2267,34,Julie Kagawa,2011.0,"The Iron Knight (The Iron Fey, #4)",4.23,64066
2270,52,Ann Brashares,2007.0,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",3.8,56113
2278,58,Meg Cabot,2002.0,"All-American Girl (All-American Girl, #1)",3.73,55938
2280,39,David Levithan,2003.0,Boy Meets Boy,3.85,48960
2282,38,James Patterson,2009.0,"Max (Maximum Ride, #5)",4.07,57039
2283,54,Alexandra Adornetto,2010.0,"Halo (Halo, #1)",3.67,56216
2291,71,"Angie Sage, Mark Zug",2006.0,"Flyte (Septimus Heap, #2)",3.99,54400
2293,34,Rae Carson,2011.0,"The Girl of Fire and Thorns (Fire and Thorns, #1)",3.81,57551
2294,32,Ann Aguirre,2011.0,"Enclave (Razorland, #1)",3.92,55155
2301,63,Patrick Ness,2009.0,"The Ask and the Answer (Chaos Walking, #2)",4.2,45578
2319,49,Ally Carter,2009.0,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",4.2,55517
2338,34,Pam Muñoz Ryan,2000.0,Esperanza Rising,3.91,49106
2343,52,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,3.95,44830
2345,40,Julie Kagawa,2012.0,"The Immortal Rules (Blood of Eden, #1)",4.1,52376
2358,50,"Kami Garcia, Margaret Stohl",2012.0,"Beautiful Redemption (Caster Chronicles, #4)",3.94,48268
2377,38,Veronica Rossi,2013.0,"Through the Ever Night (Under the Never Sky, #2)",4.17,54902
2381,47,James Patterson,2008.0,"The Final Warning (Maximum Ride, #4)",3.86,55993
2389,58,Anthony Horowitz,2004.0,"Scorpia (Alex Rider, #5)",4.16,44197
2392,12,Holly Black,2002.0,"Tithe (Modern Faerie Tales, #1)",3.73,57326
2394,32,L.J. Smith,2007.0,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",3.74,51745
2402,50,Sara Shepard,2008.0,"Unbelievable (Pretty Little Liars, #4)",4.06,46722
2404,56,Rachel Hartman,2012.0,"Seraphina (Seraphina, #1)",3.98,33510
2417,55,Amanda Hocking,2012.0,"Ascend (Trylle, #3)",4.08,26350
2420,29,Rick Riordan,2009.0,The Demigod Files (Percy Jackson and the Olympians),4.04,55442
2428,41,Ally Carter,2010.0,"Only the Good Spy Young (Gallagher Girls, #4)",4.29,51772
2435,15,Miranda Kenneally,2011.0,Catching Jordan,3.85,50383
2447,53,Michael Scott,2011.0,"The Warlock (The Secrets of the Immortal Nicholas Flamel, #5)",4.17,41271
2450,31,Katja Millay,2012.0,The Sea of Tranquility,4.34,52982
2454,90,Jenny Downham,2007.0,Before I Die,3.84,38551
2456,42,Sarah Dessen,1999.0,Keeping the Moon,3.86,51537
2457,13,Veronica Roth,2013.0,"The Transfer (Divergent, #0.1)",4.19,42240
2463,31,Jennifer A. Nielsen,2012.0,The False Prince (The Ascendance Trilogy #1),4.22,49667
2475,54,Jean Craighead George,1959.0,"My Side of the Mountain (Mountain, #1)",4.03,47002
2488,31,Carrie Jones,2008.0,"Need (Need, #1)",3.71,54819
2529,63,Alyson Noel,2010.0,"Dark Flame (The Immortals, #4)",3.73,51250
2532,20,Kiera Cass,2013.0,"The Prince (The Selection, #0.5)",3.93,51454
2533,39,Marie Rutkoski,2014.0,"The Winner's Curse (The Winner's Trilogy, #1)",4.03,56635
2540,20,Gene Luen Yang,2006.0,American Born Chinese,3.88,47824
2558,25,Maggie Stiefvater,2014.0,"Blue Lily, Lily Blue (The Raven Cycle, #3)",4.32,56637
2563,62,Patrick Ness,2010.0,"Monsters of Men (Chaos Walking, #3)",4.25,43024
2565,26,Brian Selznick,2011.0,Wonderstruck,4.16,42530
2567,54,Moira Young,2011.0,"Blood Red Road (Dust Lands, #1)",3.94,47690
2577,37,Libba Bray,2007.0,"The Sweet Far Thing (Gemma Doyle, #3)",3.97,54602
2593,46,Claudia Gray,2009.0,"Stargazer (Evernight, #2)",3.8,49050
2599,40,Pittacus Lore,2013.0,"The Fall of Five (Lorien Legacies, #4)",4.24,41533
2608,48,Tamora Pierce,1986.0,"The Woman Who Rides Like a Man (Song of the Lioness, #3)",4.2,53413
2611,73,Terry Pratchett,2004.0,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",4.29,43460
2619,63,"Angie Sage, Mark Zug",2007.0,"Physik (Septimus Heap, #3)",3.99,42838
2623,42,Tamora Pierce,1992.0,"Wild Magic (Immortals, #1)",4.32,52165
2626,42,Renee Ahdieh,2015.0,"The Wrath and the Dawn (The Wrath and the Dawn, #1)",4.19,58175
2628,55,"Daniel Handler, Maira Kalman",2011.0,Why We Broke Up,3.49,41202
2634,20,Charlie N. Holmberg,2014.0,"The Paper Magician (The Paper Magician Trilogy, #1)",3.63,25934
2642,29,Gail Carson Levine,2001.0,The Two Princesses of Bamarre,4.02,55218
2662,42,Rachel Caine,2007.0,"Midnight Alley (The Morganville Vampires, #3)",4.11,49083
2684,58,Meg Cabot,2000.0,"Shadowland (The Mediator, #1)",4.04,51580
2685,38,Sara Shepard,2009.0,"Killer (Pretty Little Liars, #6)",4.07,39702
2687,40,James Patterson,2010.0,"Fang (Maximum Ride, #6)",4.07,48964
2695,36,Caroline B. Cooney,1990.0,"The Face on the Milk Carton (Janie Johnson, #1)",3.72,43334
2697,51,Sophie Jordan,2010.0,"Firelight (Firelight, #1)",3.88,51815
2705,86,L.J. Smith,1991.0,"The Awakening (The Vampire Diaries, #1)",3.41,44222
2711,49,Catherine Fisher,2007.0,"Incarceron (Incarceron, #1)",3.64,43524
2714,47,Josephine Angelini,2011.0,"Starcrossed (Starcrossed, #1)",4.08,49448
2715,55,Alyson Noel,2010.0,"Night Star (The Immortals, #5)",3.82,43998
2719,54,John Flanagan,2006.0,"The Sorcerer in the North (Ranger's Apprentice, #5)",4.25,39795
2725,33,Jennifer Brown,2009.0,Hate List,4.03,39677
2726,21,Kasie West,2013.0,The Distance Between Us,3.95,44366
2734,20,Danielle  Paige,2014.0,"Dorothy Must Die (Dorothy Must Die, #1)",3.84,44785
2743,22,Noelle Stevenson,2015.0,Nimona,4.2,44825
2759,86,Darren Shan,2000.0,"A Living Nightmare (Cirque Du Freak, #1)",4.07,38753
2761,32,M.T. Anderson,2002.0,Feed,3.54,42426
2764,28,Cinda Williams Chima,2009.0,"The Demon King (Seven Realms, #1)",4.2,46756
2778,17,Lauren Barnholdt,2007.0,Two-Way Street,3.8,42028
2780,44,John Flanagan,2006.0,"The Siege of Macindaw (Ranger's Apprentice, #6)",4.33,37607
2783,35,Tamora Pierce,1994.0,"Emperor Mage (Immortals, #3)",4.3,44115
2785,67,"James Patterson, Gabrielle Charbonnet",2009.0,"Witch & Wizard (Witch & Wizard, #1)",3.57,28291
2786,71,"Jean Craighead George, John Schoenherr",1972.0,"Julie of the Wolves (Julie of the Wolves, #1)",3.79,46442
2787,47,Judy Blume,1975.0,Forever . . .,3.63,42164
2799,42,Joelle Charbonneau,2013.0,"The Testing (The Testing, #1)",4.05,38142
2802,23,Tamora Pierce,2006.0,"Terrier (Beka Cooper, #1)",4.16,48028
2805,18,Vera Brosgol,2011.0,Anya's Ghost,3.88,39477
2812,54,Louise Rennison,2000.0,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",3.96,39114
2814,67,Laini Taylor,2014.0,"Dreams of Gods & Monsters (Daughter of Smoke & Bone, #3)",4.23,47315
2821,6,L.M. Montgomery,1917.0,"Anne's House of Dreams (Anne of Green Gables, #5)",4.12,57062
2836,78,John Marsden,1993.0,"Tomorrow, When the War Began (Tomorrow, #1)",4.05,36501
2838,60,Ava Dellaira,2014.0,Love Letters to the Dead,3.82,38701
2845,36,Michael  Grant,2011.0,"Plague (Gone, #4)",4.18,38819
2861,91,Anthony Horowitz,2001.0,"Point Blank (Alex Rider, #2)",4.1,39296
2870,39,Sarah Dessen,1996.0,That Summer,3.49,43723
2876,54,Gayle Forman,2015.0,I Was Here,3.78,38196
2880,26,Veronica Roth,2013.0,"Divergent Series Complete Box Set (Divergent, #1-3)",4.32,19325
2896,8,"Raina Telgemeier, Gurihiru",2012.0,Drama,4.14,42759
2908,36,Robyn Schneider,2013.0,The Beginning of Everything,3.78,35150
2916,37,Dan Wells,2012.0,"Partials (Partials Sequence, #1)",3.94,42493
2919,42,Sara Shepard,2008.0,"Wicked (Pretty Little Liars, #5)",4.04,38461
2929,23,Sara Shepard,2010.0,"Wanted (Pretty Little Liars, #8)",4.15,36207
2932,48,Libba Bray,2012.0,"The Diviners (The Diviners, #1)",3.96,44513
2933,38,Tim Tharp,2008.0,The Spectacular Now,3.53,30125
2935,45,Suzanne Collins,2007.0,"Gregor and the Code of Claw (Underland Chronicles, #5)",4.25,33286
2941,16,Mary E. Pearson,2014.0,"The Kiss of Deception (The Remnant Chronicles, #1)",4.06,46096
2954,38,Robin McKinley,1982.0,"The Blue Sword (Damar, #1)",4.24,44806
2956,7,"Michelle Rowen, Richelle Mead",2011.0,Vampire Academy: The Ultimate Guide (Vampire Academy),4.45,32818
2959,25,Tamora Pierce,2004.0,"Trickster's Queen (Daughter of the Lioness, #2)",4.28,45843
2961,43,Rodman Philbrick,1993.0,"Freak the Mighty (Freak The Mighty, #1)",3.98,34587
2962,40,Jennifer E. Smith,2013.0,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",3.69,40369
2968,46,D.J. MacHale,2002.0,"The Merchant of Death (Pendragon, #1)",3.93,38633
2974,39,James Patterson,2011.0,"Angel (Maximum Ride, #7)",4.02,39938
2980,35,Patricia McCormick,2006.0,Sold,4.19,36389
2983,31,"Amie Kaufman, Meagan Spooner",2013.0,"These Broken Stars (Starbound, #1)",3.93,44488
2984,62,Alison Goodman,2008.0,"Eon: Dragoneye Reborn (Eon, #1)",3.98,42802
2985,42,E.L. Konigsburg,1996.0,The View from Saturday,3.74,36803
2986,49,"P.C. Cast, Kristin Cast",2012.0,"Hidden (House of Night, #10)",3.98,38594
2987,34,Rachel Hawkins,2012.0,"Spell Bound (Hex Hall, #3)",4.09,48116
2996,25,Kelley Armstrong,2011.0,"The Gathering (Darkness Rising, #1)",4.03,48722
2997,25,Richelle Mead,2013.0,"The Fiery Heart (Bloodlines, #4)",4.39,49513
3008,18,Sarah Ockler,2009.0,Twenty Boy Summer,3.89,35435
3019,34,Robin McKinley,1984.0,"The Hero and the Crown (Damar, #2)",4.21,41796
3031,49,Alyson Noel,2011.0,"Everlasting (The Immortals, #6)",3.92,38185
3039,43,Lauren Oliver,2014.0,"Panic (Panic, #1)",3.56,39875
3044,56,"Angie Sage, Mark Zug",2008.0,"Queste (Septimus Heap, #4)",4.04,40562
3045,64,Sophie Kinsella,2015.0,Finding Audrey,3.82,38226
3052,25,Cinda Williams Chima,2006.0,"The Warrior Heir (The Heir Chronicles, #1)",3.95,40346
3063,96,Susan Cooper,1973.0,"The Dark Is Rising (The Dark is Rising, #2)",4.07,39881
3083,61,L.J. Smith,2009.0,"Nightfall (The Vampire Diaries: The Return, #1)",3.57,40213
3084,41,Jeanne DuPrau,2004.0,"The People of Sparks (Book of Ember, #2)",3.65,40859
3089,65,Anthony Horowitz,2003.0,"Eagle Strike (Alex Rider, #4)",4.11,37051
3095,8,Richelle Mead,2009.0,"Vampire Academy Collection (Vampire Academy, #1-3)",4.61,30166
3116,35,Beth Revis,2012.0,"A Million Suns (Across the Universe, #2)",4.04,42620
3120,62,Lloyd Alexander,1968.0,The High King (The Chronicles of Prydain #5),4.26,41448
3121,32,Amy Plum,2011.0,"Die for Me (Revenants, #1)",4.0,45756
3132,19,Gail Carson Levine,2006.0,Fairest,3.86,50719
3138,187,L.M. Montgomery,1936.0,"Anne of Windy Poplars (Anne of Green Gables, #4)",4.04,47657
3147,38,Brandon Sanderson,2013.0,"The Rithmatist (The Rithmatist, #1)",4.25,15977
3154,40,John Flanagan,2007.0,"Erak's Ransom (Ranger's Apprentice, #7)",4.31,34286
3157,40,John Flanagan,2009.0,"Halt's Peril (Ranger's Apprentice, #9)",4.38,33782
3160,42,Gabrielle Zevin,2005.0,Elsewhere,3.91,40906
3164,36,Holly Goldberg Sloan,2013.0,Counting by 7s,4.16,33097
3165,33,Claudia Gray,2010.0,"Hourglass (Evernight, #3)",3.8,38662
3170,20,Cory Doctorow,2008.0,Little Brother,3.94,36779
3176,47,Rachel Caine,2007.0,"The Dead Girls' Dance (The Morganville Vampires, #2)",4.06,46247
3179,53,Suzanne Collins,2005.0,"Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",4.2,31854
3206,30,Jane Yolen,1988.0,The Devil's Arithmetic,4.04,39419
3218,45,Lisa McMann,2009.0,"Fade (Wake, #2)",3.95,42540
3221,35,Ingrid Law,2008.0,"Savvy (Savvy, #1)",3.96,37593
3226,28,"L.J. Smith, Kevin Williamson, Julie Plec",2011.0,"The Ripper (The Vampire Diaries: Stefan's Diaries, #4)",4.22,27432
3228,45,Ruta Sepetys,2016.0,Salt to the Sea,4.36,39406
3238,23,Libba Bray,2011.0,Beauty Queens,3.6,39455
3244,29,Tamora Pierce,2004.0,"Trickster's Choice (Daughter of the Lioness, #1)",4.27,42252
3245,20,Rosamund Hodge,2014.0,"Cruel Beauty (Cruel Beauty Universe, #1)",3.74,45721
3249,35,Brandon Sanderson,2016.0,"Calamity (The Reckoners, #3)",4.2,27146
3260,11,Chanda Hahn,2011.0,"UnEnchanted (An Unfortunate Fairy Tale, #1)",3.89,35287
3263,28,Simone Elkeles,2011.0,"Chain Reaction (Perfect Chemistry, #3)",4.12,47773
3271,46,Melissa Marr,2008.0,"Ink Exchange (Wicked Lovely, #2)",3.68,48264
3276,66,Anthony Horowitz,2002.0,"Skeleton Key (Alex Rider, #3)",4.06,37232
3283,68,Candace Bushnell,2010.0,"The Carrie Diaries (The Carrie Diaries, #1)",3.57,30468
3285,3,Veronica Roth,2013.0,"The World of Divergent: The Path to Allegiant (Divergent, #2.5)",3.98,25327
3289,26,Ellen Schreiber,2003.0,"Vampire Kisses (Vampire Kisses, #1)",3.69,43323
3318,27,Caragh M. O'Brien,2010.0,"Birthmarked (Birthmarked, #1)",3.89,37656
3319,77,"Derek Landy, Tom Percival",2007.0,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",4.21,32785
3326,38,Rachel Caine,2009.0,"Carpe Corpus (The Morganville Vampires, #6)",4.21,41536
3328,33,Madeleine Roux,2013.0,"Asylum (Asylum, #1)",3.64,29687
3332,30,Holly Black,2013.0,The Coldest Girl in Coldtown,3.86,37682
3336,41,Rachel Caine,2008.0,"Feast of Fools (The Morganville Vampires, #4)",4.17,43435
3337,35,Neal Shusterman,2012.0,"UnWholly (Unwind, #2)",4.25,33679
3339,51,Eoin Colfer,2010.0,"The Atlantis Complex (Artemis Fowl, #7)",3.97,39307
3345,55,Becky Albertalli,2015.0,Simon vs. the Homo Sapiens Agenda,4.26,53570
3347,22,A.G. Howard,2013.0,"Splintered (Splintered, #1)",3.96,37225
3350,19,Cinda Williams Chima,2007.0,"The Wizard Heir (The Heir Chronicles, #2)",4.14,33653
3365,32,Sara Shepard,2010.0,"Heartless (Pretty Little Liars, #7)",4.1,32754
3368,14,Emily Carroll,2014.0,Through the Woods,3.92,32781
3369,49,Anthony Horowitz,2005.0,"Ark Angel (Alex Rider, #6)",4.11,33935
3372,22,Sarah Dessen,2015.0,Saint Anything,4.05,35111
3375,74,V.C. Andrews,1981.0,"If There Be Thorns (Dollanganger, #3)",3.75,33086
3389,69,"Zoe Sugg, Siobhan Curham",2014.0,"Girl Online (Girl Online, #1)",3.77,37177
3411,24,Kimberly Derting,2010.0,"The Body Finder (The Body Finder, #1)",3.96,43203
3414,55,Anne McCaffrey,1976.0,"Dragonsong (Harper Hall, #1)",4.24,35694
3415,21,Nancy Garden,1982.0,Annie on My Mind,3.97,29278
3418,40,Malorie Blackman,2001.0,"Noughts & Crosses (Noughts & Crosses, #1)",4.23,27725
3420,45,Michael Scott,2012.0,"The Enchantress (The Secrets of the Immortal Nicholas Flamel, #6)",4.24,30171
3430,29,Sara Shepard,2010.0,"The Lying Game (The Lying Game, #1)",3.96,32296
3439,44,Gennifer Choldenko,2004.0,"Al Capone Does My Shirts (Al Capone at Alcatraz, #1)",3.83,33400
3441,24,Maggie Stiefvater,2016.0,"The Raven King (The Raven Cycle, #4)",4.32,42427
3444,4,Megan Whalen Turner,1996.0,"The Thief (The Queen's Thief, #1)",3.92,40807
3452,94,Meg Cabot,2001.0,"Princess in the Spotlight (The Princess Diaries, #2)",3.67,41713
3453,20,Anna Banks,2012.0,"Of Poseidon (The Syrena Legacy, #1)",4.04,38535
3473,17,L.J. Smith,1991.0,"Dark Visions (Dark Visions, #1-3)",4.19,33023
3486,56,L.J. Smith,2010.0,"Shadow Souls (The Vampire Diaries: The Return, #2)",3.79,31445
3487,26,Susane Colasanti,2006.0,When It Happens,3.74,32443
3497,26,Tamora Pierce,1999.0,"First Test (Protector of the Small, #1)",4.24,40036
3498,37,Melina Marchetta,2006.0,On the Jellicoe Road,4.15,33398
3518,96,Sue Townsend,1982.0,"The Secret Diary of Adrian Mole, Aged 13 3/4  (Adrian Mole, #1)",3.85,28952
3536,23,Tamora Pierce,2002.0,"Lady Knight (Protector of the Small, #4)",4.3,37403
3547,64,Terry Pratchett,2006.0,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",4.22,33917
3557,48,Michelle Magorian,1981.0,"Good Night, Mr. Tom",4.28,24828
3558,29,Tabitha Suzuma,2010.0,Forbidden,4.06,37204
3562,29,Brian Jacques,1993.0,"Martin the Warrior (Redwall, #6)",4.13,34640
3563,22,Cinda Williams Chima,2010.0,"The Exiled Queen (Seven Realms, #2)",4.34,33789
3577,78,Darren Shan,2000.0,"The Vampire's Assistant (Cirque Du Freak, #2)",4.12,29943
3580,475,Louisa May Alcott,1871.0,"Little Men (Little Women, #2)",3.84,36501
3583,91,Meg Cabot,2001.0,"Princess in Love (The Princess Diaries, #3)",3.76,39306
3592,61,Kerstin Gier,2010.0,"Smaragdgrün (Edelstein-Trilogie, #3)",4.2,22620
3593,30,"Shannon Hale, James Noel Smith",2007.0,Book of a Thousand Days,3.95,40060
3613,64,Chaim Potok,1972.0,My Name Is Asher Lev,4.19,29273
3617,21,Carrie Jones,2010.0,"Captivate (Need, #2)",3.94,36772
3626,36,Mary E. Pearson,2008.0,"The Adoration of Jenna Fox (Jenna Fox Chronicles, #1)",3.7,36754
3627,37,John Flanagan,2011.0,"The Emperor of Nihon-Ja (Ranger's Apprentice, #10)",4.42,29397
3636,22,Christopher Paolini,2008.0,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",4.2,25623
3648,34,Tamora Pierce,1993.0,"Wolf-Speaker (Immortals, #2)",4.21,37448
3652,79,"Joseph Delaney, Patrick  Arrasmith",2004.0,"Revenge of the Witch (The Last Apprentice / Wardstone Chronicles, #1)",3.97,27305
3655,30,Morgan Matson,2012.0,Second Chance Summer,4.16,31983
3657,66,Robert Cormier,1974.0,"The Chocolate War (Chocolate War, #1)",3.48,31633
3663,25,Tamora Pierce,2001.0,"Squire (Protector of the Small, #3)",4.27,37110
3664,49,Anthony Horowitz,2007.0,"Snakehead (Alex Rider, #7)",4.15,32743
3665,33,Ally Carter,2012.0,"Out of Sight, Out of Time (Gallagher Girls, #5)",4.35,39918
